"","X","ID","day","date","time","schedule","question","rating"
"9854",9854,8,4,"2016-08-23","10:30:00","self-initiated","enjoyed activities",10
"9855",9855,8,4,"2016-08-23","07:37:15","self-initiated","pleasant activities",9
"9856",9856,8,4,"2016-08-23","10:24:34","self-initiated","worrying",1
"9857",9857,9,1,"2016-09-12","10:12:46","self-initiated","social contact",2
"9858",9858,9,1,"2016-09-12","08:37:32","self-initiated","mood",6
"9859",9859,9,1,"2016-09-12","16:32:56","self-initiated","sleep",6
"9860",9860,9,1,"2016-09-12","12:57:20","self-initiated","self-esteem",3
"9861",9861,9,1,"2016-09-12","09:07:49","self-initiated","enjoyed activities",8
"9862",9862,9,1,"2016-09-12","11:11:11","self-initiated","pleasant activities",7
"9863",9863,9,1,"2016-09-12","16:12:29","self-initiated","worrying",7
"9864",9864,9,2,"2016-08-29","10:21:16","self-initiated","social contact",6
"9865",9865,9,2,"2016-08-29","21:11:11","self-initiated","mood",6
"9866",9866,9,2,"2016-08-29","10:00:30","self-initiated","sleep",10
"9867",9867,9,2,"2016-08-29","11:02:07","self-initiated","self-esteem",1
"9868",9868,9,2,"2016-08-29","13:00:56","self-initiated","enjoyed activities",5
"9869",9869,9,2,"2016-08-29","08:19:07","self-initiated","pleasant activities",4
"9870",9870,9,2,"2016-08-29","08:06:16","self-initiated","worrying",10
"9871",9871,9,3,"2016-08-26","12:36:08","self-initiated","social contact",3
"9872",9872,9,3,"2016-08-26","13:33:11","self-initiated","mood",4
"9873",9873,9,3,"2016-08-26","15:51:58","self-initiated","sleep",5
"9874",9874,9,3,"2016-08-26","07:46:07","self-initiated","self-esteem",10
"9875",9875,9,3,"2016-08-26","08:48:17","self-initiated","enjoyed activities",4
"9876",9876,9,3,"2016-08-26","08:18:22","self-initiated","pleasant activities",6
"9877",9877,9,3,"2016-08-26","09:25:39","self-initiated","worrying",10
"9878",9878,9,4,"2016-08-31","12:42:42","self-initiated","social contact",2
"9879",9879,9,4,"2016-08-31","12:01:52","self-initiated","mood",4
"9880",9880,9,4,"2016-08-31","14:40:44","self-initiated","sleep",4
"9881",9881,9,4,"2016-08-31","08:22:26","self-initiated","self-esteem",6
"9882",9882,9,4,"2016-08-31","15:07:33","self-initiated","enjoyed activities",7
"9883",9883,9,4,"2016-08-31","12:10:20","self-initiated","pleasant activities",1
"9884",9884,9,4,"2016-08-31","08:03:11","self-initiated","worrying",8
"9885",9885,9,1,"2016-08-30","08:08:40","self-initiated","social contact",8
"9886",9886,9,1,"2016-08-30","11:35:40","self-initiated","mood",8
"9887",9887,9,1,"2016-08-30","09:35:53","self-initiated","sleep",10
"9888",9888,9,1,"2016-08-30","10:37:23","self-initiated","self-esteem",2
"9889",9889,9,1,"2016-08-30","10:44:47","self-initiated","enjoyed activities",8
"9890",9890,9,1,"2016-08-30","10:18:59","self-initiated","pleasant activities",8
"9891",9891,9,1,"2016-08-30","09:25:19","self-initiated","worrying",2
"9892",9892,9,2,"2016-09-29","15:23:10","self-initiated","social contact",9
"9893",9893,9,2,"2016-09-29","10:06:33","self-initiated","mood",9
"9894",9894,9,2,"2016-09-29","08:35:30","self-initiated","sleep",1
"9895",9895,9,2,"2016-09-29","10:25:22","self-initiated","self-esteem",1
"9896",9896,9,2,"2016-09-29","08:54:17","self-initiated","enjoyed activities",2
"9897",9897,9,2,"2016-09-29","08:19:38","self-initiated","pleasant activities",5
"9898",9898,9,2,"2016-09-29","20:49:15","self-initiated","worrying",4
"9899",9899,9,3,"2016-08-23","08:05:19","self-initiated","social contact",4
"9900",9900,9,3,"2016-08-23","08:57:25","self-initiated","mood",3
"9901",9901,9,3,"2016-08-23","08:24:45","self-initiated","sleep",6
"9902",9902,9,3,"2016-08-23","08:06:34","self-initiated","self-esteem",4
"9903",9903,9,3,"2016-08-23","08:04:29","self-initiated","enjoyed activities",4
"9904",9904,9,3,"2016-08-23","10:05:51","self-initiated","pleasant activities",10
"9905",9905,9,3,"2016-08-23","07:55:23","self-initiated","worrying",1
"9906",9906,9,4,"2016-09-12","16:11:20","self-initiated","social contact",4
"9907",9907,9,4,"2016-09-12","12:17:48","self-initiated","mood",4
"9908",9908,9,4,"2016-09-12","14:10:24","self-initiated","sleep",10
"9909",9909,9,4,"2016-09-12","07:55:14","self-initiated","self-esteem",2
"9910",9910,9,4,"2016-09-12","12:33:33","self-initiated","enjoyed activities",5
"9911",9911,9,4,"2016-09-12","16:37:05","self-initiated","pleasant activities",1
"9912",9912,9,4,"2016-09-12","10:37:21","self-initiated","worrying",2
"9913",9913,10,1,"2016-08-29","14:13:28","self-initiated","social contact",4
"9914",9914,10,1,"2016-08-29","18:47:45","self-initiated","mood",9
"9915",9915,10,1,"2016-08-29","11:20:24","self-initiated","sleep",2
"9916",9916,10,1,"2016-08-29","13:55:53","self-initiated","self-esteem",10
"9917",9917,10,1,"2016-08-29","18:49:04","self-initiated","enjoyed activities",1
"9918",9918,10,1,"2016-08-29","11:01:35","self-initiated","pleasant activities",4
"9919",9919,10,1,"2016-08-29","08:10:53","self-initiated","worrying",4
"9920",9920,10,2,"2016-08-26","11:32:08","self-initiated","social contact",3
"9921",9921,10,2,"2016-08-26","20:58:42","self-initiated","mood",7
"9922",9922,10,2,"2016-08-26","08:25:26","self-initiated","sleep",8
"9923",9923,10,2,"2016-08-26","14:18:15","self-initiated","self-esteem",4
"9924",9924,10,2,"2016-08-26","10:00:58","self-initiated","enjoyed activities",7
"9925",9925,10,2,"2016-08-26","16:38:25","self-initiated","pleasant activities",8
"9926",9926,10,2,"2016-08-26","15:58:17","self-initiated","worrying",5
"9927",9927,10,3,"2016-08-31","08:50:28","self-initiated","social contact",6
"9928",9928,10,3,"2016-08-31","11:45:37","self-initiated","mood",8
"9929",9929,10,3,"2016-08-31","08:20:54","self-initiated","sleep",2
"9930",9930,10,3,"2016-08-31","08:17:17","self-initiated","self-esteem",6
"9931",9931,10,3,"2016-08-31","07:56:13","self-initiated","enjoyed activities",6
"9932",9932,10,3,"2016-08-31","11:54:21","self-initiated","pleasant activities",6
"9933",9933,10,3,"2016-08-31","11:00:14","self-initiated","worrying",1
"9934",9934,10,4,"2016-08-30","16:31:53","self-initiated","social contact",6
"9935",9935,10,4,"2016-08-30","19:46:48","self-initiated","mood",9
"9936",9936,10,4,"2016-08-30","07:52:55","self-initiated","sleep",1
"9937",9937,10,4,"2016-08-30","14:01:12","self-initiated","self-esteem",8
"9938",9938,10,4,"2016-08-30","11:10:27","self-initiated","enjoyed activities",5
"9939",9939,10,4,"2016-08-30","09:10:13","self-initiated","pleasant activities",1
"9940",9940,10,4,"2016-08-30","11:48:50","self-initiated","worrying",5
"9941",9941,10,1,"2016-09-29","07:55:15","self-initiated","social contact",8
"9942",9942,10,1,"2016-09-29","11:26:21","self-initiated","mood",10
"9943",9943,10,1,"2016-09-29","11:25:13","self-initiated","sleep",3
"9944",9944,10,1,"2016-09-29","09:58:48","self-initiated","self-esteem",7
"9945",9945,10,1,"2016-09-29","08:08:40","self-initiated","enjoyed activities",6
"9946",9946,10,1,"2016-09-29","14:31:54","self-initiated","pleasant activities",6
"9947",9947,10,1,"2016-09-29","07:43:40","self-initiated","worrying",4
"9948",9948,10,2,"2016-08-23","16:35:04","self-initiated","social contact",3
"9949",9949,10,2,"2016-08-23","15:42:45","self-initiated","mood",1
"9950",9950,10,2,"2016-08-23","12:03:09","self-initiated","sleep",5
"9951",9951,10,2,"2016-08-23","19:42:04","self-initiated","self-esteem",8
"9952",9952,10,2,"2016-08-23","14:54:42","self-initiated","enjoyed activities",5
"9953",9953,10,2,"2016-08-23","13:46:13","self-initiated","pleasant activities",9
"9954",9954,10,2,"2016-08-23","12:18:51","self-initiated","worrying",8
"9955",9955,10,3,"2016-09-12","18:16:21","self-initiated","social contact",10
"9956",9956,10,3,"2016-09-12","15:09:43","self-initiated","mood",2
"9957",9957,10,3,"2016-09-12","16:12:08","self-initiated","sleep",10
"9958",9958,10,3,"2016-09-12","14:05:19","self-initiated","self-esteem",9
"9959",9959,10,3,"2016-09-12","09:51:17","self-initiated","enjoyed activities",3
"9960",9960,10,3,"2016-09-12","15:47:14","self-initiated","pleasant activities",8
"9961",9961,10,3,"2016-09-12","08:01:58","self-initiated","worrying",3
"9962",9962,10,4,"2016-08-29","10:52:27","self-initiated","social contact",7
"9963",9963,10,4,"2016-08-29","13:10:59","self-initiated","mood",7
"9964",9964,10,4,"2016-08-29","14:20:51","self-initiated","sleep",10
"9965",9965,10,4,"2016-08-29","08:12:25","self-initiated","self-esteem",3
"9966",9966,10,4,"2016-08-29","13:23:17","self-initiated","enjoyed activities",5
"9967",9967,10,4,"2016-08-29","18:23:29","self-initiated","pleasant activities",10
"9968",9968,10,4,"2016-08-29","12:04:52","self-initiated","worrying",9
"9969",9969,11,1,"2016-08-26","10:07:45","self-initiated","social contact",6
"9970",9970,11,1,"2016-08-26","10:37:31","self-initiated","mood",6
"9971",9971,11,1,"2016-08-26","16:03:18","self-initiated","sleep",2
"9972",9972,11,1,"2016-08-26","13:36:01","self-initiated","self-esteem",6
"9973",9973,11,1,"2016-08-26","10:39:04","self-initiated","enjoyed activities",4
"9974",9974,11,1,"2016-08-26","18:16:38","self-initiated","pleasant activities",3
"9975",9975,11,1,"2016-08-26","14:37:46","self-initiated","worrying",4
"9976",9976,11,2,"2016-08-31","11:33:44","self-initiated","social contact",1
"9977",9977,11,2,"2016-08-31","12:50:51","self-initiated","mood",1
"9978",9978,11,2,"2016-08-31","18:26:12","self-initiated","sleep",9
"9979",9979,11,2,"2016-08-31","11:17:54","self-initiated","self-esteem",3
"9980",9980,11,2,"2016-08-31","08:54:42","self-initiated","enjoyed activities",10
"9981",9981,11,2,"2016-08-31","17:53:27","self-initiated","pleasant activities",5
"9982",9982,11,2,"2016-08-31","18:24:15","self-initiated","worrying",2
"9983",9983,11,3,"2016-08-30","21:32:03","self-initiated","social contact",7
"9984",9984,11,3,"2016-08-30","17:53:57","self-initiated","mood",9
"9985",9985,11,3,"2016-08-30","08:07:17","self-initiated","sleep",3
"9986",9986,11,3,"2016-08-30","18:18:52","self-initiated","self-esteem",3
"9987",9987,11,3,"2016-08-30","10:22:13","self-initiated","enjoyed activities",6
"9988",9988,11,3,"2016-08-30","16:12:19","self-initiated","pleasant activities",7
"9989",9989,11,3,"2016-08-30","12:27:25","self-initiated","worrying",4
"9990",9990,11,4,"2016-09-29","17:45:17","self-initiated","social contact",4
"9991",9991,11,4,"2016-09-29","18:47:26","self-initiated","mood",9
"9992",9992,11,4,"2016-09-29","17:57:34","self-initiated","sleep",1
"9993",9993,11,4,"2016-09-29","15:09:50","self-initiated","self-esteem",2
"9994",9994,11,4,"2016-09-29","14:07:45","self-initiated","enjoyed activities",6
"9995",9995,11,4,"2016-09-29","19:15:26","self-initiated","pleasant activities",5
"9996",9996,11,4,"2016-09-29","17:39:18","self-initiated","worrying",3
"9997",9997,11,1,"2016-08-23","23:34:53","self-initiated","social contact",2
"9998",9998,11,1,"2016-08-23","12:22:50","self-initiated","mood",6
"9999",9999,11,1,"2016-08-23","16:04:10","self-initiated","sleep",9
"10000",10000,11,1,"2016-08-23","08:14:57","self-initiated","self-esteem",7
"10001",10001,11,1,"2016-08-23","18:10:03","self-initiated","enjoyed activities",5
"10002",10002,11,1,"2016-08-23","15:38:49","self-initiated","pleasant activities",4
"10003",10003,11,1,"2016-08-23","17:03:32","self-initiated","worrying",4
"10004",10004,11,2,"2016-09-12","17:29:26","self-initiated","social contact",7
"10005",10005,11,2,"2016-09-12","17:07:39","self-initiated","mood",10
"10006",10006,11,2,"2016-09-12","16:43:37","self-initiated","sleep",8
"10007",10007,11,2,"2016-09-12","16:45:38","self-initiated","self-esteem",1
"10008",10008,11,2,"2016-09-12","15:32:57","self-initiated","enjoyed activities",2
"10009",10009,11,2,"2016-09-12","16:40:06","self-initiated","pleasant activities",4
"10010",10010,11,2,"2016-09-12","16:51:07","self-initiated","worrying",5
"10011",10011,11,3,"2016-08-29","17:29:29","self-initiated","social contact",2
"10012",10012,11,3,"2016-08-29","16:26:11","self-initiated","mood",7
"10013",10013,11,3,"2016-08-29","07:51:03","self-initiated","sleep",10
"10014",10014,11,3,"2016-08-29","06:23:57","self-initiated","self-esteem",6
"10015",10015,11,3,"2016-08-29","19:32:13","self-initiated","enjoyed activities",2
"10016",10016,11,3,"2016-08-29","21:45:35","self-initiated","pleasant activities",8
"10017",10017,11,3,"2016-08-29","07:50:45","self-initiated","worrying",6
"10018",10018,11,4,"2016-08-26","19:57:44","self-initiated","social contact",2
"10019",10019,11,4,"2016-08-26","09:05:44","self-initiated","mood",9
"10020",10020,11,4,"2016-08-26","07:09:34","self-initiated","sleep",9
"10021",10021,11,4,"2016-08-26","19:26:24","self-initiated","self-esteem",9
"10022",10022,11,4,"2016-08-26","17:34:30","self-initiated","enjoyed activities",5
"10023",10023,11,4,"2016-08-26","18:20:41","self-initiated","pleasant activities",2
"10024",10024,11,4,"2016-08-26","07:45:46","self-initiated","worrying",2
"10025",10025,12,1,"2016-08-31","22:22:32","self-initiated","social contact",4
"10026",10026,12,1,"2016-08-31","10:57:33","self-initiated","mood",3
"10027",10027,12,1,"2016-08-31","08:30:48","self-initiated","sleep",4
"10028",10028,12,1,"2016-08-31","17:31:57","self-initiated","self-esteem",4
"10029",10029,12,1,"2016-08-31","08:21:01","self-initiated","enjoyed activities",8
"10030",10030,12,1,"2016-08-31","11:14:03","self-initiated","pleasant activities",9
"10031",10031,12,1,"2016-08-31","08:19:29","self-initiated","worrying",2
"10032",10032,12,2,"2016-08-30","07:51:42","self-initiated","social contact",10
"10033",10033,12,2,"2016-08-30","12:08:04","self-initiated","mood",1
"10034",10034,12,2,"2016-08-30","08:19:01","self-initiated","sleep",10
"10035",10035,12,2,"2016-08-30","09:25:22","self-initiated","self-esteem",8
"10036",10036,12,2,"2016-08-30","09:46:14","self-initiated","enjoyed activities",9
"10037",10037,12,2,"2016-08-30","17:37:35","self-initiated","pleasant activities",4
"10038",10038,12,2,"2016-08-30","10:19:32","self-initiated","worrying",6
"10039",10039,12,3,"2016-09-29","07:52:31","self-initiated","social contact",2
"10040",10040,12,3,"2016-09-29","12:05:41","self-initiated","mood",5
"10041",10041,12,3,"2016-09-29","12:53:50","self-initiated","sleep",9
"10042",10042,12,3,"2016-09-29","08:14:59","self-initiated","self-esteem",3
"10043",10043,12,3,"2016-09-29","12:40:42","self-initiated","enjoyed activities",4
"10044",10044,12,3,"2016-09-29","17:49:08","self-initiated","pleasant activities",7
"10045",10045,12,3,"2016-09-29","08:07:14","self-initiated","worrying",3
"10046",10046,12,4,"2016-08-23","07:38:25","self-initiated","social contact",10
"10047",10047,12,4,"2016-08-23","07:49:25","self-initiated","mood",8
"10048",10048,12,4,"2016-08-23","06:53:32","self-initiated","sleep",1
"10049",10049,12,4,"2016-08-23","08:20:44","self-initiated","self-esteem",5
"10050",10050,12,4,"2016-08-23","09:59:25","self-initiated","enjoyed activities",8
"10051",10051,12,4,"2016-08-23","20:03:49","self-initiated","pleasant activities",3
"10052",10052,12,4,"2016-08-23","07:35:00","self-initiated","worrying",8
"10053",10053,12,1,"2016-09-12","12:35:56","self-initiated","social contact",2
"10054",10054,12,1,"2016-09-12","14:31:14","self-initiated","mood",10
"10055",10055,12,1,"2016-09-12","09:09:11","self-initiated","sleep",1
"10056",10056,12,1,"2016-09-12","13:49:28","self-initiated","self-esteem",1
"10057",10057,12,1,"2016-09-12","09:42:17","self-initiated","enjoyed activities",10
"10058",10058,12,1,"2016-09-12","07:56:11","self-initiated","pleasant activities",4
"10059",10059,12,1,"2016-09-12","14:23:31","self-initiated","worrying",5
"10060",10060,12,2,"2016-08-29","07:27:41","self-initiated","social contact",9
"10061",10061,12,2,"2016-08-29","09:32:03","self-initiated","mood",8
"10062",10062,12,2,"2016-08-29","08:04:46","self-initiated","sleep",1
"10063",10063,12,2,"2016-08-29","06:59:33","self-initiated","self-esteem",4
"10064",10064,12,2,"2016-08-29","06:46:45","self-initiated","enjoyed activities",7
"10065",10065,12,2,"2016-08-29","18:46:04","self-initiated","pleasant activities",5
"10066",10066,12,2,"2016-08-29","14:31:15","self-initiated","worrying",10
"10067",10067,12,3,"2016-08-26","09:37:33","self-initiated","social contact",4
"10068",10068,12,3,"2016-08-26","07:56:09","self-initiated","mood",2
"10069",10069,12,3,"2016-08-26","17:27:53","self-initiated","sleep",8
"10070",10070,12,3,"2016-08-26","07:37:15","self-initiated","self-esteem",10
"10071",10071,12,3,"2016-08-26","08:36:13","self-initiated","enjoyed activities",8
"10072",10072,12,3,"2016-08-26","09:04:17","self-initiated","pleasant activities",1
"10073",10073,12,3,"2016-08-26","11:43:16","self-initiated","worrying",7
"10074",10074,12,4,"2016-08-31","18:59:38","self-initiated","social contact",8
"10075",10075,12,4,"2016-08-31","17:28:03","self-initiated","mood",1
"10076",10076,12,4,"2016-08-31","09:34:51","self-initiated","sleep",8
"10077",10077,12,4,"2016-08-31","06:53:02","self-initiated","self-esteem",9
"10078",10078,12,4,"2016-08-31","15:13:10","self-initiated","enjoyed activities",8
"10079",10079,12,4,"2016-08-31","23:13:38","self-initiated","pleasant activities",9
"10080",10080,12,4,"2016-08-31","11:30:04","self-initiated","worrying",1
"10081",10081,13,1,"2016-08-30","09:28:03","self-initiated","social contact",5
"10082",10082,13,1,"2016-08-30","09:58:40","self-initiated","mood",2
"10083",10083,13,1,"2016-08-30","19:16:39","self-initiated","sleep",2
"10084",10084,13,1,"2016-08-30","18:45:19","self-initiated","self-esteem",2
"10085",10085,13,1,"2016-08-30","18:50:35","self-initiated","enjoyed activities",9
"10086",10086,13,1,"2016-08-30","09:25:40","self-initiated","pleasant activities",9
"10087",10087,13,1,"2016-08-30","18:39:22","self-initiated","worrying",9
"10088",10088,13,2,"2016-09-29","18:10:55","self-initiated","social contact",5
"10089",10089,13,2,"2016-09-29","13:25:59","self-initiated","mood",10
"10090",10090,13,2,"2016-09-29","20:25:35","self-initiated","sleep",9
"10091",10091,13,2,"2016-09-29","20:16:13","self-initiated","self-esteem",1
"10092",10092,13,2,"2016-09-29","19:41:22","self-initiated","enjoyed activities",2
"10093",10093,13,2,"2016-09-29","14:35:41","self-initiated","pleasant activities",3
"10094",10094,13,2,"2016-09-29","18:18:06","self-initiated","worrying",5
"10095",10095,13,3,"2016-08-23","17:00:01","self-initiated","social contact",10
"10096",10096,13,3,"2016-08-23","16:34:19","self-initiated","mood",1
"10097",10097,13,3,"2016-08-23","20:09:37","self-initiated","sleep",9
"10098",10098,13,3,"2016-08-23","08:26:05","self-initiated","self-esteem",2
"10099",10099,13,3,"2016-08-23","15:41:00","self-initiated","enjoyed activities",6
"10100",10100,13,3,"2016-08-23","15:13:54","self-initiated","pleasant activities",6
"10101",10101,13,3,"2016-08-23","18:03:51","self-initiated","worrying",6
"10102",10102,13,4,"2016-09-12","05:35:28","self-initiated","social contact",1
"10103",10103,13,4,"2016-09-12","13:12:23","self-initiated","mood",4
"10104",10104,13,4,"2016-09-12","18:00:40","self-initiated","sleep",3
"10105",10105,13,4,"2016-09-12","15:39:21","self-initiated","self-esteem",1
"10106",10106,13,4,"2016-09-12","14:10:34","self-initiated","enjoyed activities",9
"10107",10107,13,4,"2016-09-12","15:51:06","self-initiated","pleasant activities",10
"10108",10108,13,4,"2016-09-12","11:30:15","self-initiated","worrying",2
"10109",10109,13,1,"2016-08-29","06:33:25","self-initiated","social contact",2
"10110",10110,13,1,"2016-08-29","15:24:25","self-initiated","mood",1
"10111",10111,13,1,"2016-08-29","10:06:58","self-initiated","sleep",5
"10112",10112,13,1,"2016-08-29","14:19:21","self-initiated","self-esteem",7
"10113",10113,13,1,"2016-08-29","15:56:39","self-initiated","enjoyed activities",4
"10114",10114,13,1,"2016-08-29","09:37:37","self-initiated","pleasant activities",1
"10115",10115,13,1,"2016-08-29","20:44:27",NA,"worrying",2
"10116",10116,13,2,"2016-08-26","20:39:16",NA,"social contact",7
"10117",10117,13,2,"2016-08-26","20:39:46",NA,"mood",4
"10118",10118,13,2,"2016-08-26","20:39:08",NA,"sleep",9
"10119",10119,13,2,"2016-08-26","20:45:01",NA,"self-esteem",3
"10120",10120,13,2,"2016-08-26","20:38:52",NA,"enjoyed activities",8
"10121",10121,13,2,"2016-08-26","20:44:34",NA,"pleasant activities",10
"10122",10122,13,2,"2016-08-26","20:39:26",NA,"worrying",3
"10123",10123,13,3,"2016-08-31","20:44:11",NA,"social contact",6
"10124",10124,13,3,"2016-08-31","20:40:05",NA,"mood",6
"10125",10125,13,3,"2016-08-31","20:44:43",NA,"sleep",1
"10126",10126,13,3,"2016-08-31","20:43:51",NA,"self-esteem",2
"10127",10127,13,3,"2016-08-31","09:40:47","morning","enjoyed activities",2
"10128",10128,13,3,"2016-08-31","10:06:12","morning","pleasant activities",6
"10129",10129,13,3,"2016-08-31","09:02:28","morning","worrying",7
"10130",10130,13,4,"2016-08-30","10:16:25","morning","social contact",5
"10131",10131,13,4,"2016-08-30","10:28:14","morning","mood",1
"10132",10132,13,4,"2016-08-30","09:50:27","morning","sleep",2
"10133",10133,13,4,"2016-08-30","10:21:11","morning","self-esteem",9
"10134",10134,13,4,"2016-08-30","10:13:59","morning","enjoyed activities",10
"10135",10135,13,4,"2016-08-30","10:49:47","morning","pleasant activities",1
"10136",10136,13,4,"2016-08-30","09:15:38","morning","worrying",3
"10137",10137,14,1,"2016-09-29","10:06:00","morning","social contact",7
"10138",10138,14,1,"2016-09-29","09:04:12","morning","mood",8
"10139",10139,14,1,"2016-09-29","09:11:10","morning","sleep",8
"10140",10140,14,1,"2016-09-29","09:17:13","morning","self-esteem",4
"10141",10141,14,1,"2016-09-29","10:13:52","morning","enjoyed activities",8
"10142",10142,14,1,"2016-09-29","09:27:16","morning","pleasant activities",4
"10143",10143,14,1,"2016-09-29","09:07:53","morning","worrying",5
"10144",10144,14,2,"2016-08-23","09:32:00","morning","social contact",1
"10145",10145,14,2,"2016-08-23","09:07:59","morning","mood",2
"10146",10146,14,2,"2016-08-23","10:47:35","morning","sleep",7
"10147",10147,14,2,"2016-08-23","09:04:47","morning","self-esteem",1
"10148",10148,14,2,"2016-08-23","09:04:36","morning","enjoyed activities",1
"10149",10149,14,2,"2016-08-23","09:27:22","morning","pleasant activities",1
"10150",10150,14,2,"2016-08-23","11:00:08","morning","worrying",6
"10151",10151,14,3,"2016-09-12","10:05:46","morning","social contact",7
"10152",10152,14,3,"2016-09-12","09:02:41","morning","mood",3
"10153",10153,14,3,"2016-09-12","09:51:56","morning","sleep",1
"10154",10154,14,3,"2016-09-12","09:29:08","morning","self-esteem",5
"10155",10155,14,3,"2016-09-12","09:12:09","morning","enjoyed activities",1
"10156",10156,14,3,"2016-09-12","09:32:09","morning","pleasant activities",1
"10157",10157,14,3,"2016-09-12","09:02:15","morning","worrying",8
"10158",10158,14,4,"2016-08-29","09:27:09","morning","social contact",5
"10159",10159,14,4,"2016-08-29","09:03:58","morning","mood",10
"10160",10160,14,4,"2016-08-29","10:33:03","morning","sleep",10
"10161",10161,14,4,"2016-08-29","09:27:38","morning","self-esteem",4
"10162",10162,14,4,"2016-08-29","11:00:19","morning","enjoyed activities",6
"10163",10163,14,4,"2016-08-29","09:38:21","morning","pleasant activities",3
"10164",10164,14,4,"2016-08-29","09:41:02","morning","worrying",2
"10165",10165,14,1,"2016-08-26","10:13:54","morning","social contact",10
"10166",10166,14,1,"2016-08-26","09:40:45","morning","mood",5
"10167",10167,14,1,"2016-08-26","09:41:12","morning","sleep",4
"10168",10168,14,1,"2016-08-26","09:31:50","morning","self-esteem",2
"10169",10169,14,1,"2016-08-26","09:17:08","morning","enjoyed activities",4
"10170",10170,14,1,"2016-08-26","09:40:56","morning","pleasant activities",6
"10171",10171,14,1,"2016-08-26","09:27:23","morning","worrying",4
"10172",10172,14,2,"2016-08-31","10:33:09","morning","social contact",7
"10173",10173,14,2,"2016-08-31","09:06:42","morning","mood",1
"10174",10174,14,2,"2016-08-31","09:14:30","morning","sleep",10
"10175",10175,14,2,"2016-08-31","09:52:10","morning","self-esteem",5
"10176",10176,14,2,"2016-08-31","10:59:19","morning","enjoyed activities",9
"10177",10177,14,2,"2016-08-31","09:50:31","morning","pleasant activities",6
"10178",10178,14,2,"2016-08-31","09:32:03","morning","worrying",2
"10179",10179,14,3,"2016-08-30","09:34:44","morning","social contact",6
"10180",10180,14,3,"2016-08-30","09:27:19","morning","mood",3
"10181",10181,14,3,"2016-08-30","09:32:09","morning","sleep",8
"10182",10182,14,3,"2016-08-30","09:04:33","morning","self-esteem",6
"10183",10183,14,3,"2016-08-30","09:31:06","morning","enjoyed activities",8
"10184",10184,14,3,"2016-08-30","09:17:33","morning","pleasant activities",8
"10185",10185,14,3,"2016-08-30","09:04:40","morning","worrying",4
"10186",10186,14,4,"2016-09-29","09:07:47","morning","social contact",5
"10187",10187,14,4,"2016-09-29","09:16:29","morning","mood",6
"10188",10188,14,4,"2016-09-29","09:32:04","morning","sleep",10
"10189",10189,14,4,"2016-09-29","09:40:49","morning","self-esteem",9
"10190",10190,14,4,"2016-09-29","09:16:48","morning","enjoyed activities",3
"10191",10191,14,4,"2016-09-29","10:38:22","morning","pleasant activities",9
"10192",10192,14,4,"2016-09-29","09:34:20","morning","worrying",9
"10193",10193,15,1,"2016-08-23","10:17:54","morning","social contact",7
"10194",10194,15,1,"2016-08-23","09:11:32","morning","mood",7
"10195",10195,15,1,"2016-08-23","10:13:06","morning","sleep",8
"10196",10196,15,1,"2016-08-23","10:38:12","morning","self-esteem",10
"10197",10197,15,1,"2016-08-23","09:45:45","morning","enjoyed activities",7
"10198",10198,15,1,"2016-08-23","11:05:40","morning","pleasant activities",3
"10199",10199,15,1,"2016-08-23","09:18:49","morning","worrying",1
"10200",10200,15,2,"2016-09-12","10:38:45","morning","social contact",5
"10201",10201,15,2,"2016-09-12","09:06:54","morning","mood",5
"10202",10202,15,2,"2016-09-12","09:11:27","morning","sleep",2
"10203",10203,15,2,"2016-09-12","09:14:23","morning","self-esteem",9
"10204",10204,15,2,"2016-09-12","09:59:43","morning","enjoyed activities",6
"10205",10205,15,2,"2016-09-12","09:31:55","morning","pleasant activities",2
"10206",10206,15,2,"2016-09-12","09:25:21","morning","worrying",7
"10207",10207,15,3,"2016-08-29","09:16:59","morning","social contact",9
"10208",10208,15,3,"2016-08-29","09:36:29","morning","mood",6
"10209",10209,15,3,"2016-08-29","09:23:53","morning","sleep",2
"10210",10210,15,3,"2016-08-29","09:28:22","morning","self-esteem",9
"10211",10211,15,3,"2016-08-29","09:28:18","morning","enjoyed activities",5
"10212",10212,15,3,"2016-08-29","10:04:45","morning","pleasant activities",4
"10213",10213,15,3,"2016-08-29","09:12:16","morning","worrying",10
"10214",10214,15,4,"2016-08-26","09:27:28","morning","social contact",1
"10215",10215,15,4,"2016-08-26","09:14:16","morning","mood",3
"10216",10216,15,4,"2016-08-26","09:24:03","morning","sleep",9
"10217",10217,15,4,"2016-08-26","09:19:11","morning","self-esteem",9
"10218",10218,15,4,"2016-08-26","10:14:21","morning","enjoyed activities",9
"10219",10219,15,4,"2016-08-26","09:59:34","morning","pleasant activities",4
"10220",10220,15,4,"2016-08-26","09:23:26","morning","worrying",9
"10221",10221,15,1,"2016-08-31","09:17:15","morning","social contact",7
"10222",10222,15,1,"2016-08-31","09:06:28","morning","mood",8
"10223",10223,15,1,"2016-08-31","10:04:00","morning","sleep",2
"10224",10224,15,1,"2016-08-31","09:50:16","morning","self-esteem",10
"10225",10225,15,1,"2016-08-31","09:17:48","morning","enjoyed activities",1
"10226",10226,15,1,"2016-08-31","09:36:18","morning","pleasant activities",10
"10227",10227,15,1,"2016-08-31","09:27:35","morning","worrying",9
"10228",10228,15,2,"2016-08-30","10:17:31","morning","social contact",3
